,0
1570,MALTATr: accoa_c + malt_c <=> acmalt_c + coa_c
1571,LPLIPAL2ATG140: 2agpg140_c + pg140_c --> apg140_c + g3pg_c
1572,MALTHXabcpp: atp_c + h2o_c + malthx_p --> adp_c + h_c + malthx_c + pi_c
1573,LPLIPAL2ATG141: 2agpg141_c + pg141_c --> apg141_c + g3pg_c
1574,EX_mal__D_e: mal__D_e --> 
1575,LPLIPAL2ATG160: 2agpg160_c + pg160_c --> apg160_c + g3pg_c
1576,LPLIPAL2ATG161: 2agpg161_c + pg161_c --> apg161_c + g3pg_c
1577,LPLIPAL2ATG180: 2agpg180_c + pg180_c --> apg180_c + g3pg_c
1578,MALTHXtexi: malthx_e --> malthx_p
1579,MALTPTabcpp: atp_c + h2o_c + maltpt_p --> adp_c + h_c + maltpt_c + pi_c
1580,MALTPTtexi: maltpt_e --> maltpt_p
1581,MALTTRabcpp: atp_c + h2o_c + malttr_p --> adp_c + h_c + malttr_c + pi_c
1582,MALTTRtexi: malttr_e --> malttr_p
1583,LPLIPAL2ATG181: 2agpg181_c + pg181_c --> apg181_c + g3pg_c
1584,EX_mal__L_e: mal__L_e --> 
1585,EX_malt_e: malt_e --> 
1586,MALTTTRabcpp: atp_c + h2o_c + maltttr_p --> adp_c + h_c + maltttr_c + pi_c
1587,MLTP1: maltpt_c + pi_c <=> g1p_c + maltttr_c
1588,MALTTTRtexi: maltttr_e --> maltttr_p
1589,MALTabcpp: atp_c + h2o_c + malt_p --> adp_c + h_c + malt_c + pi_c
1590,MALTptspp: malt_p + pep_c --> malt6p_c + pyr_c
1591,MALTtexi: malt_e --> malt_p
1592,MALt2_2pp: 2.0 h_p + mal__L_p --> 2.0 h_c + mal__L_c
1593,MALt2_3pp: 3.0 h_p + mal__L_p --> 3.0 h_c + mal__L_c
1594,MCPST: cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c
1595,MCTP1App: murein5p5p_p --> ala__D_p + murein5px4p_p
1596,MCTP1Bpp: murein5p5p_p --> alaala_p + murein5px3p_p
1597,MCTP2App: murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p
1598,MDDCP1pp: h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p
1599,MDDCP2pp: h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p
1600,MDDCP3pp: h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p
1601,MDDCP4pp: h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p
1602,MDDCP5pp: h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p
1603,MDDEP1pp: h2o_p + murein4px4p_p --> murein4p4p_p
1604,MALtex: mal__L_e <=> mal__L_p
1605,MAN1PT2: gdp_c + h_c + man1p_c --> gdpmann_c + pi_c
1606,MAN6PI: man6p_c <=> f6p_c
1607,MAN6Pt6_2pp: man6p_p + 2.0 pi_c --> man6p_c + 2.0 pi_p
1608,MAN6Ptex: man6p_e <=> man6p_p
1609,MDDEP2pp: h2o_p + murein3px4p_p --> murein4p3p_p
1610,MDDEP3pp: h2o_p + murein5px4p_p --> murein5p4p_p
1611,MLTP2: malthx_c + pi_c <=> g1p_c + maltpt_c
1612,MDDEP4pp: h2o_p + murein4px4px4p_p --> murein4px4p4p_p
1613,MDH: mal__L_c + nad_c <=> h_c + nadh_c + oaa_c
1614,MDH2: mal__L_c + q8_c --> oaa_c + q8h2_c
1615,MDH3: mal__L_c + mqn8_c --> mql8_c + oaa_c
1616,MANAO: mana_c + nad_c <=> fruur_c + h_c + nadh_c
1617,MANGLYCptspp: manglyc_p + pep_c --> man6pglyc_c + pyr_c
1618,MANGLYCtex: manglyc_e <=> manglyc_p
1619,MANPGH: h2o_c + man6pglyc_c --> glyc__R_c + man6p_c
1620,MANptspp: man_p + pep_c --> man6p_c + pyr_c
1621,MANtex: man_e <=> man_p
1622,MCITD: 2mcit_c --> 2mcacn_c + h2o_c
1623,MCITL2: micit_c <=> pyr_c + succ_c
1624,MDRPD: 5mdru1p_c --> dkmpp_c + h2o_c
1625,ME1: mal__L_c + nad_c --> co2_c + nadh_c + pyr_c
1626,ME2: mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c
1627,MECDPDH2: 2mecdp_c + nadh_c --> h2mb4p_c + h2o_c + nad_c
1628,MECDPS: 2p4c2me_c --> 2mecdp_c + cmp_c
1629,MELIBt2pp: h_p + melib_p --> h_c + melib_c
1630,MCITS: h2o_c + oaa_c + ppcoa_c --> 2mcit_c + coa_c + h_c
1631,MCOATA: ACP_c + malcoa_c <=> coa_c + malACP_c
1632,MELIBt3ipp: h_p + melib_c --> h_c + melib_p
1633,MLTP3: malthp_c + pi_c <=> g1p_c + malthx_c
1634,MELIBtex: melib_e <=> melib_p
1635,MEPCT: 2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c
1636,METAT: atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c
1637,METDabcpp: atp_c + h2o_c + met__D_p --> adp_c + h_c + met__D_c + pi_c
1638,MMCD: h_c + mmcoa__S_c --> co2_c + ppcoa_c
1639,METDtex: met__D_e <=> met__D_p
1640,MME: mmcoa__R_c <=> mmcoa__S_c
1641,METOX1s: h2o2_c + met__L_c --> h2o_c + metsox_S__L_c
1642,METOX2s: h2o2_c + met__L_c --> h2o_c + metsox_R__L_c
1643,NAtex: na1_e <=> na1_p
1644,NDPK1: atp_c + gdp_c <=> adp_c + gtp_c
1645,METS: 5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c
1646,NDPK2: atp_c + udp_c <=> adp_c + utp_c
1647,METSOX1abcpp: atp_c + h2o_c + metsox_S__L_p --> adp_c + h_c + metsox_S__L_c + pi_c
1648,MMETt2pp: h_p + mmet_p --> h_c + mmet_c
1649,METSOX1tex: metsox_S__L_e <=> metsox_S__L_p
1650,METSOX2abcpp: atp_c + h2o_c + metsox_R__L_p --> adp_c + h_c + metsox_R__L_c + pi_c
1651,NDPK3: atp_c + cdp_c <=> adp_c + ctp_c
1652,NDPK4: atp_c + dtdp_c <=> adp_c + dttp_c
1653,NDPK5: atp_c + dgdp_c <=> adp_c + dgtp_c
1654,NDPK6: atp_c + dudp_c <=> adp_c + dutp_c
1655,NDPK7: atp_c + dcdp_c <=> adp_c + dctp_c
1656,NDPK8: atp_c + dadp_c <=> adp_c + datp_c
1657,NH4tex: nh4_e <=> nh4_p
1658,NH4tpp: nh4_p <=> nh4_c
1659,METSOX2tex: metsox_R__L_e <=> metsox_R__L_p
1660,METSOXR1: metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
1661,METSOXR2: metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
1662,METTRS: atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c
1663,METabcpp: atp_c + h2o_c + met__L_p --> adp_c + h_c + met__L_c + pi_c
1664,METtex: met__L_e <=> met__L_p
1665,NHFRBO: h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c
1666,NI2abcpp: atp_c + h2o_c + ni2_c --> adp_c + h_c + ni2_p + pi_c
1667,NI2t3pp: h_p + ni2_c --> h_c + ni2_p
1668,NI2tex: ni2_e <=> ni2_p
1669,MG2t3_2pp: 2.0 h_c + mg2_p <=> 2.0 h_p + mg2_c
1670,MG2tex: mg2_e <=> mg2_p
1671,NI2tpp: ni2_p --> ni2_c
1672,NI2uabcpp: atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c
1673,MG2tpp: mg2_p --> mg2_c
1674,MMETtex: mmet_e <=> mmet_p
1675,MG2uabcpp: atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c
1676,MGSA: dhap_c --> mthgxl_c + pi_c
1677,MI1PP: h2o_c + mi1p__D_c --> inost_c + pi_c
1678,NMNAT: atp_c + h_c + nmn_c --> nad_c + ppi_c
1679,NMNDA: h2o_c + nmn_c --> nh4_c + nicrnt_c
1680,NMNN: h2o_c + nmn_c --> h_c + ncam_c + r5p_c
1681,NMNPtpp: nmn_p --> nmn_c
1682,NMNt7pp: h2o_c + nmn_p --> h_c + ncam_c + r5p_c
1683,MICITDr: 2mcacn_c + h2o_c --> micit_c
1684,MINOHPtexi: minohp_e --> minohp_p
1685,MLDCP1App: h2o_p + murein5px4p_p --> alaala_p + murein3px4p_p
1686,MLDCP1Bpp: h2o_p + murein4p4p_p --> ala__D_p + murein4p3p_p
1687,MLDCP2App: h2o_p + murein5p5p_p --> alaala_p + murein5p3p_p
1688,NMNtex: nmn_e <=> nmn_p
1689,NNAM: h2o_c + ncam_c --> nac_c + nh4_c
1690,NNATr: atp_c + h_c + nicrnt_c <=> dnad_c + ppi_c
1691,NNDMBRT: dmbzid_c + nicrnt_c --> 5prdmbz_c + h_c + nac_c
1692,MLDCP2Bpp: h2o_p + murein4p3p_p --> ala__D_p + murein3p3p_p
1693,MLDCP3App: h2o_p + murein5px3p_p --> alaala_p + murein3px3p_p
1694,MLDEP1pp: h2o_p + murein3px3p_p --> murein3p3p_p
1695,NNDPR: 2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c
1696,MMM2: succoa_c --> mmcoa__R_c
1697,NO2t2rpp: h_p + no2_p <=> h_c + no2_c
1698,NO2tex: no2_e <=> no2_p
1699,MLDEP2pp: h2o_p + murein5px3p_p --> murein5p3p_p
1700,MLTG1: h2o_c + malttr_c --> glc__D_c + malt_c
1701,MLTG2: h2o_c + maltttr_c --> glc__D_c + malttr_c
1702,MLTG3: h2o_c + maltpt_c --> glc__D_c + maltttr_c
1703,NO3R1bpp: no3_p + q8h2_c --> h2o_p + no2_p + q8_c
1704,MN2t3pp: h_p + mn2_c --> h_c + mn2_p
1705,NO3R1pp: 2.0 h_c + no3_c + q8h2_c --> h2o_c + 2.0 h_p + no2_c + q8_c
1706,NO3R2bpp: mql8_c + no3_p --> h2o_p + mqn8_c + no2_p
1707,NO3R2pp: 2.0 h_c + mql8_c + no3_c --> h2o_c + 2.0 h_p + mqn8_c + no2_c
1708,NO3t7pp: no2_c + no3_p --> no2_p + no3_c
1709,MLTG4: h2o_c + malthx_c --> glc__D_c + maltpt_c
1710,MLTG5: h2o_c + malthp_c --> glc__D_c + malthx_c
1711,MLTGY1pp: murein4p4p_p --> 2.0 anhgm4p_p
1712,NO3tex: no3_e <=> no3_p
1713,MLTGY2pp: murein4p3p_p --> anhgm3p_p + anhgm4p_p
1714,NODOx: nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c
1715,NODOy: nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c
1716,NOtex: no_e <=> no_p
1717,MLTGY3pp: murein3p3p_p --> 2.0 anhgm3p_p
1718,MLTGY4pp: murein4px4p4p_p --> anhgm4p_p + murein4px4p_p
1719,NOtpp: no_p <=> no_c
1720,MN2tpp: mn2_p --> mn2_c
1721,NPHS: sbzcoa_c --> coa_c + dhna_c
1722,NTD1: dump_c + h2o_c --> duri_c + pi_c
1723,NTD10: h2o_c + xmp_c --> pi_c + xtsn_c
1724,NTD7pp: amp_p + h2o_p --> adn_p + pi_p
1725,NTD10pp: h2o_p + xmp_p --> pi_p + xtsn_p
1726,MN6PP: h2o_c + man6p_c --> man_c + pi_c
1727,NTD11: h2o_c + imp_c --> ins_c + pi_c
1728,NTD11pp: h2o_p + imp_p --> ins_p + pi_p
1729,NTD12: dimp_c + h2o_c --> din_c + pi_c
1730,NTD8: dgmp_c + h2o_c --> dgsn_c + pi_c
1731,NTD8pp: dgmp_p + h2o_p --> dgsn_p + pi_p
1732,NTD9: gmp_c + h2o_c --> gsn_c + pi_c
1733,NTD12pp: dimp_p + h2o_p --> din_p + pi_p
1734,NTD9pp: gmp_p + h2o_p --> gsn_p + pi_p
1735,NTD1pp: dump_p + h2o_p --> duri_p + pi_p
1736,MNLptspp: mnl_p + pep_c --> mnl1p_c + pyr_c
1737,NTD2: h2o_c + ump_c --> pi_c + uri_c
1738,NTP1: atp_c + h2o_c --> adp_c + h_c + pi_c
1739,NTP10: h2o_c + itp_c --> h_c + idp_c + pi_c
1740,NTP11: ditp_c + h2o_c --> didp_c + h_c + pi_c
1741,NTD2pp: h2o_p + ump_p --> pi_p + uri_p
1742,MNLtex: mnl_e <=> mnl_p
1743,NTD3: dcmp_c + h2o_c --> dcyt_c + pi_c
1744,NTD3pp: dcmp_p + h2o_p --> dcyt_p + pi_p
1745,NTP12: h2o_c + xtp_c --> h_c + pi_c + xdp_c
1746,NTP3: gtp_c + h2o_c --> gdp_c + h_c + pi_c
1747,NTP3pp: gtp_p + h2o_p --> gdp_p + h_p + pi_p
1748,NTP5: ctp_c + h2o_c --> cdp_c + h_c + pi_c
1749,NTD4: cmp_c + h2o_c --> cytd_c + pi_c
1750,NTD4pp: cmp_p + h2o_p --> cytd_p + pi_p
1751,NTD5: dtmp_c + h2o_c --> pi_c + thymd_c
1752,NTD5pp: dtmp_p + h2o_p --> pi_p + thymd_p
1753,NTPP1: dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c
1754,NTPP10: ditp_c + h2o_c --> dimp_c + h_c + ppi_c
1755,NTPP11: h2o_c + xtp_c --> h_c + ppi_c + xmp_c
1756,NTD6: damp_c + h2o_c --> dad_2_c + pi_c
1757,MNNH: mana_c --> 2ddglcn_c + h2o_c
1758,NTD6pp: damp_p + h2o_p --> dad_2_p + pi_p
1759,NTPP2: gtp_c + h2o_c --> gmp_c + h_c + ppi_c
1760,NTPP3: dctp_c + h2o_c --> dcmp_c + h_c + ppi_c
1761,MNt2pp: h_p + mn2_p --> h_c + mn2_c
1762,NTPP4: ctp_c + h2o_c --> cmp_c + h_c + ppi_c
1763,NTPP5: datp_c + h2o_c --> damp_c + h_c + ppi_c
1764,NTPP6: atp_c + h2o_c --> amp_c + h_c + ppi_c
1765,ORNabcpp: atp_c + h2o_c + orn_p --> adp_c + h_c + orn_c + pi_c
1766,ORNtex: orn_e <=> orn_p
1767,OROTt2_2pp: 2.0 h_p + orot_p --> 2.0 h_c + orot_c
1768,NTPP7: dttp_c + h2o_c --> dtmp_c + h_c + ppi_c
1769,NTPP8: h2o_c + utp_c --> h_c + ppi_c + ump_c
1770,OROTtex: orot_e <=> orot_p
1771,NTPP9: h2o_c + itp_c --> h_c + imp_c + ppi_c
1772,MNtex: mn2_e <=> mn2_p
1773,NTPTP1: dgtp_c + h2o_c --> dgsn_c + pppi_c
1774,NTPTP2: gtp_c + h2o_c --> gsn_c + pppi_c
1775,ORPT: orot5p_c + ppi_c <=> orot_c + prpp_c
1776,OXAMTC: oxur_c + pi_c --> cbp_c + oxam_c
1777,OXGDC2: akg_c + h_c + thmpp_c --> co2_c + ssaltpp_c
1778,NTRIR2x: 5.0 h_c + 3.0 nadh_c + no2_c --> 2.0 h2o_c + 3.0 nad_c + nh4_c
1779,MOAT: ckdo_c + lipidA_c --> cmp_c + h_c + kdolipid4_c
1780,NTRIR3pp: 2.0 h_p + no2_p + 3.0 q8h2_c --> 2.0 h2o_p + nh4_p + 3.0 q8_c
1781,NTRIR4pp: 2.0 h_p + 3.0 mql8_c + no2_p --> 2.0 h2o_p + 3.0 mqn8_c + nh4_p
1782,P5CD: 1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c
1783,P5CR: 1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c
1784,PA120abcpp: atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_p + pi_c
1785,PA140abcpp: atp_c + h2o_c + pa140_c --> adp_c + h_c + pa140_p + pi_c
1786,PA141abcpp: atp_c + h2o_c + pa141_c --> adp_c + h_c + pa141_p + pi_c
1787,PA160abcpp: atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_p + pi_c
1788,O16A4COLIPAtex: o16a4colipa_p --> o16a4colipa_e
1789,O16A4Lpp: colipa_p + o16a4und_p --> h_p + o16a4colipa_p + udcpdp_p
1790,O16AP1pp: 2.0 o16aund_p --> h_p + o16a2und_p + udcpdp_p
1791,O16AP2pp: o16a2und_p + o16aund_p --> h_p + o16a3und_p + udcpdp_p
1792,PA161abcpp: atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_p + pi_c
1793,MOAT2: ckdo_c + kdolipid4_c --> cmp_c + h_c + kdo2lipid4_c
1794,PA180abcpp: atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_p + pi_c
1795,PA181abcpp: atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_p + pi_c
1796,O16AP3pp: o16a3und_p + o16aund_p --> h_p + o16a4und_p + udcpdp_p
1797,O16AT: accoa_c + ragund_c --> aragund_c + coa_c
1798,O16AUNDtpp: o16aund_c --> o16aund_p
1799,O16GALFT: garagund_c + udpgalfur_c --> gfgaragund_c + h_c + udp_c
1800,PACALDt2rpp: h_p + pacald_p <=> h_c + pacald_c
1801,PACALDtex: pacald_e <=> pacald_p
1802,O16GLCT1: aragund_c + udpg_c --> garagund_c + h_c + udp_c
1803,PACCOAL: atp_c + coa_c + pac_c --> amp_c + phaccoa_c + ppi_c
1804,O16GLCT2: gfgaragund_c + udpg_c --> h_c + o16aund_c + udp_c
1805,PANTS: ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c
1806,MOAT3C: ckdo_c + phphhlipa_c --> cmp_c + h_c + kphphhlipa_c
1807,PAPA120: h2o_c + pa120_c --> 12dgr120_c + pi_c
1808,O2Stex: o2s_e <=> o2s_p
1809,O2tex: o2_e <=> o2_p
1810,O2tpp: o2_p <=> o2_c
1811,PAPA120pp: h2o_p + pa120_p --> 12dgr120_p + pi_p
1812,PAPA140: h2o_c + pa140_c --> 12dgr140_c + pi_c
1813,MOBDabcpp: atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c
1814,PAPA140pp: h2o_p + pa140_p --> 12dgr140_p + pi_p
1815,PAPA141: h2o_c + pa141_c --> 12dgr141_c + pi_c
1816,PAPA141pp: h2o_p + pa141_p --> 12dgr141_p + pi_p
1817,PAPA160: h2o_c + pa160_c --> 12dgr160_c + pi_c
1818,PAPA160pp: h2o_p + pa160_p --> 12dgr160_p + pi_p
1819,OAADC: h_c + oaa_c --> co2_c + pyr_c
1820,OBTFL: 2obut_c + coa_c --> for_c + ppcoa_c
1821,OCBT: cbp_c + orn_c <=> citr__L_c + h_c + pi_c
1822,OCDCAtexi: ocdca_e --> ocdca_p
1823,OCDCEAtexi: ocdcea_e --> ocdcea_p
1824,OCTAtex: octa_e <=> octa_p
1825,OCTDPS: frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c
1826,PAPA161: h2o_c + pa161_c --> 12dgr161_c + pi_c
1827,PAPA161pp: h2o_p + pa161_p --> 12dgr161_p + pi_p
1828,PAPA180: h2o_c + pa180_c --> 12dgr180_c + pi_c
1829,CTECOAI8: odecoa_c --> od2coa_c
1830,MOBDtex: mobd_e <=> mobd_p
1831,OHPBAT: glu__L_c + ohpb_c <=> akg_c + phthr_c
1832,OHPHM: 2ohph_c + amet_c --> 2omph_c + ahcys_c + h_c
1833,OMBZLM: 2ombzl_c + amet_c --> 2ommbl_c + ahcys_c + h_c
1834,OMCDC: 3c4mop_c + h_c --> 4mop_c + co2_c
1835,PAPA180pp: h2o_p + pa180_p --> 12dgr180_p + pi_p
1836,PAPA181: h2o_c + pa181_c --> 12dgr181_c + pi_c
1837,PAPA181pp: h2o_p + pa181_p --> 12dgr181_p + pi_p
1838,PAPPT3: udcpp_c + ugmda_c --> uagmda_c + ump_c
1839,OMMBLHX: 2ommbl_c + 0.5 o2_c --> 2omhmbl_c
1840,OMMBLHX3: 2ommbl_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2omhmbl_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c
1841,PAPSR: paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c
1842,MOHMT: 3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c
1843,PAPSR2: grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c
1844,PDE1: camp_c + h2o_c --> amp_c + h_c
1845,PDH: coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c
1846,PDX5PO2: nad_c + pdx5p_c --> h_c + nadh_c + pydx5p_c
1847,PDX5POi: o2_c + pdx5p_c --> h2o2_c + pydx5p_c
1848,PDX5PS: dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c
1849,OMPDC: h_c + orot5p_c --> co2_c + ump_c
1850,OMPHHX: 2omph_c + 0.5 o2_c --> 2ombzl_c
1851,OMPHHX3: 2omph_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2ombzl_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c
1852,OP4ENH: h2o_c + op4en_c --> 4h2opntn_c
1853,OPHBDC: 3ophb_c + h_c --> 2oph_c + co2_c
1854,OPHHX: 2oph_c + 0.5 o2_c --> 2ohph_c
1855,OPHHX3: 2oph_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2ohph_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c
1856,ORNDC: h_c + orn_c --> co2_c + ptrc_c
1857,PDXPP: h2o_c + pdx5p_c --> pi_c + pydxn_c
1858,PE120abcpp: atp_c + h2o_c + pe120_c --> adp_c + h_c + pe120_p + pi_c
1859,PE140abcpp: atp_c + h2o_c + pe140_c --> adp_c + h_c + pe140_p + pi_c
1860,PE141abcpp: atp_c + h2o_c + pe141_c --> adp_c + h_c + pe141_p + pi_c
1861,MPTG: 2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c
1862,PE160abcpp: atp_c + h2o_c + pe160_c --> adp_c + h_c + pe160_p + pi_c
1863,PE161abcpp: atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c
1864,PE180abcpp: atp_c + h2o_c + pe180_c --> adp_c + h_c + pe180_p + pi_c
1865,PGCD: 3pg_c + nad_c --> 3php_c + h_c + nadh_c
1866,PGI: g6p_c <=> f6p_c
1867,PGK: 3pg_c + atp_c <=> 13dpg_c + adp_c
1868,PGL: 6pgl_c + h2o_c --> 6pgc_c + h_c
1869,PE181abcpp: atp_c + h2o_c + pe181_c --> adp_c + h_c + pe181_p + pi_c
1870,PEAMNOpp: h2o_p + o2_p + peamn_p --> h2o2_p + nh4_p + pacald_p
1871,PGLYCP: 2pglyc_c + h2o_c --> glyclt_c + pi_c
1872,MPTG2: murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c
1873,PGM: 2pg_c <=> 3pg_c
1874,PGMT: g1p_c <=> g6p_c
1875,PEAMNtex: peamn_e <=> peamn_p
1876,PERD: 4per_c + nad_c <=> h_c + nadh_c + ohpb_c
1877,PETNT161pp: lipa_p + pe161_p --> 12dgr161_p + enlipa_p
1878,PGP120abcpp: atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c
1879,PETNT181pp: lipa_p + pe181_p --> 12dgr181_p + enlipa_p
1880,PFK: atp_c + f6p_c --> adp_c + fdp_c + h_c
1881,PGP140abcpp: atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c
1882,PGP141abcpp: atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_p + pi_c
1883,PGP160abcpp: atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_p + pi_c
1884,PGP161abcpp: atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_p + pi_c
1885,PFK_2: atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c
1886,PFL: coa_c + pyr_c --> accoa_c + for_c
1887,PG120abcpp: atp_c + h2o_c + pg120_c --> adp_c + h_c + pg120_p + pi_c
1888,PGP180abcpp: atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_p + pi_c
1889,MSO3abcpp: atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c
1890,PGP181abcpp: atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_p + pi_c
1891,PGPP120: h2o_c + pgp120_c --> pg120_c + pi_c
1892,PG140abcpp: atp_c + h2o_c + pg140_c --> adp_c + h_c + pg140_p + pi_c
1893,PG141abcpp: atp_c + h2o_c + pg141_c --> adp_c + h_c + pg141_p + pi_c
1894,PG160abcpp: atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c
1895,PG161abcpp: atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c
1896,PGPP120pp: h2o_p + pgp120_p --> pg120_p + pi_p
1897,PGPP140: h2o_c + pgp140_c --> pg140_c + pi_c
1898,PG180abcpp: atp_c + h2o_c + pg180_c --> adp_c + h_c + pg180_p + pi_c
1899,PGPP140pp: h2o_p + pgp140_p --> pg140_p + pi_p
1900,MSO3tex: mso3_e <=> mso3_p
1901,PGPP141: h2o_c + pgp141_c --> pg141_c + pi_c
1902,PG181abcpp: atp_c + h2o_c + pg181_c --> adp_c + h_c + pg181_p + pi_c
1903,PGAMT: gam1p_c <=> gam6p_c
1904,PGPP141pp: h2o_p + pgp141_p --> pg141_p + pi_p
1905,MTAN: 5mta_c + h2o_c --> 5mtr_c + ade_c
1906,PGPP160: h2o_c + pgp160_c --> pg160_c + pi_c
1907,PGPP160pp: h2o_p + pgp160_p --> pg160_p + pi_p
1908,MTHFC: h2o_c + methf_c <=> 10fthf_c + h_c
1909,PGPP161: h2o_c + pgp161_c --> pg161_c + pi_c
1910,PGPP161pp: h2o_p + pgp161_p --> pg161_p + pi_p
1911,PGPP180: h2o_c + pgp180_c --> pg180_c + pi_c
1912,PGPP180pp: h2o_p + pgp180_p --> pg180_p + pi_p
1913,PGPP181: h2o_c + pgp181_c --> pg181_c + pi_c
1914,PGPP181pp: h2o_p + pgp181_p --> pg181_p + pi_p
1915,PLIPA2A120pp: h2o_p + pa120_p --> 1ddecg3p_p + ddca_p + h_p
1916,PLIPA2A140pp: h2o_p + pa140_p --> 1tdecg3p_p + h_p + ttdca_p
1917,PLIPA2A141pp: h2o_p + pa141_p --> 1tdec7eg3p_p + h_p + ttdcea_p
1918,PLIPA2A160pp: h2o_p + pa160_p --> 1hdecg3p_p + h_p + hdca_p
1919,PLIPA2A161pp: h2o_p + pa161_p --> 1hdec9eg3p_p + h_p + hdcea_p
1920,PLIPA2A180pp: h2o_p + pa180_p --> 1odecg3p_p + h_p + ocdca_p
1921,PGSA120: cdpdddecg_c + glyc3p_c --> cmp_c + h_c + pgp120_c
1922,PGSA140: cdpdtdecg_c + glyc3p_c --> cmp_c + h_c + pgp140_c
1923,PLIPA2A181pp: h2o_p + pa181_p --> 1odec11eg3p_p + h_p + ocdcea_p
1924,PGSA141: cdpdtdec7eg_c + glyc3p_c --> cmp_c + h_c + pgp141_c
1925,MTHFD: mlthf_c + nadp_c <=> methf_c + nadph_c
1926,PGSA160: cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c
1927,PGSA161: cdpdhdec9eg_c + glyc3p_c --> cmp_c + h_c + pgp161_c
1928,PLIPA2E120pp: h2o_p + pe120_p --> 1agpe120_p + ddca_p + h_p
1929,PLIPA2E140pp: h2o_p + pe140_p --> 1agpe140_p + h_p + ttdca_p
1930,PLIPA2E141pp: h2o_p + pe141_p --> 1agpe141_p + h_p + ttdcea_p
1931,PLIPA2E160pp: h2o_p + pe160_p --> 1agpe160_p + h_p + hdca_p
1932,PGSA180: cdpdodecg_c + glyc3p_c --> cmp_c + h_c + pgp180_c
1933,PGSA181: cdpdodec11eg_c + glyc3p_c --> cmp_c + h_c + pgp181_c
